iter,loss,Acc,mean image rate
4931,2.895,0.402,637.552 img/s).
4932,2.629,0.414,45.898 img/s).
4933,2.788,0.441,355.999 img/s).
4934,2.72,0.402,1021.491 img/s).
4935,2.704,0.414,896.687 img/s).
4936,2.895,0.367,735.932 img/s).
4937,2.772,0.391,720.527 img/s).
4938,2.85,0.359,777.945 img/s).
4939,2.826,0.41,672.548 img/s).
4940,2.737,0.441,529.774 img/s).
4941,2.696,0.418,723.372 img/s).
4942,2.821,0.391,729.245 img/s).
4943,2.942,0.395,751.892 img/s).
4944,2.822,0.379,727.717 img/s).
4945,2.646,0.422,731.345 img/s).
4946,3.157,0.297,755.935 img/s).
4947,2.683,0.398,734.234 img/s).
4948,2.844,0.398,780.675 img/s).
4949,2.59,0.43,776.169 img/s).
4950,3.002,0.367,681.484 img/s).
4951,2.613,0.438,723.830 img/s).
4952,2.368,0.457,664.209 img/s).
4953,2.922,0.391,638.434 img/s).
4954,2.783,0.398,714.565 img/s).
4955,2.899,0.41,798.634 img/s).
4956,2.511,0.453,668.258 img/s).
4957,2.854,0.344,728.478 img/s).
4958,3.109,0.312,724.136 img/s).
4959,2.639,0.426,712.510 img/s).
4960,2.919,0.352,527.338 img/s).
4961,2.891,0.363,620.659 img/s).
4962,2.542,0.457,669.572 img/s).
4963,2.949,0.418,590.902 img/s).
4964,2.69,0.375,593.825 img/s).
4965,3.005,0.375,600.867 img/s).
4966,2.885,0.355,420.782 img/s).
4967,2.922,0.387,572.002 img/s).
4968,2.666,0.406,541.688 img/s).
4969,2.62,0.391,648.362 img/s).
4970,2.851,0.391,624.070 img/s).
4971,3.092,0.348,734.923 img/s).
4972,2.662,0.414,749.824 img/s).
4973,2.949,0.348,707.780 img/s).
4974,2.987,0.367,600.900 img/s).
4975,2.705,0.395,501.660 img/s).
4976,2.664,0.398,607.657 img/s).
4977,2.844,0.395,712.896 img/s).
4978,2.851,0.367,559.276 img/s).
4979,2.792,0.391,621.519 img/s).
4980,3.081,0.383,583.070 img/s).
4981,2.827,0.379,609.615 img/s).
4982,2.749,0.379,646.377 img/s).
4983,3.024,0.344,37.778 img/s).
4984,3.133,0.309,488.019 img/s).
4985,2.928,0.398,962.831 img/s).
4986,2.884,0.406,740.125 img/s).
4987,2.802,0.324,761.430 img/s).
4988,2.911,0.367,718.090 img/s).
4989,2.927,0.371,708.060 img/s).
4990,2.745,0.391,700.982 img/s).
4991,3.038,0.336,773.278 img/s).
4992,2.815,0.383,655.661 img/s).
4993,2.96,0.371,632.218 img/s).
4994,2.933,0.379,695.240 img/s).
4995,2.588,0.422,707.720 img/s).
4996,2.787,0.391,787.869 img/s).
4997,2.891,0.363,718.161 img/s).
4998,2.652,0.375,577.973 img/s).
4999,2.691,0.375,578.957 img/s).
5000,2.614,0.418,709.952 img/s).
5001,2.864,0.367,726.163 img/s).
5002,2.847,0.387,750.827 img/s).
5003,2.89,0.379,725.140 img/s).
5004,2.597,0.449,717.345 img/s)
